pH,BOD,SS,DO,CG,Type
8.134,4.808,43.897,9.013,4491.771,5
8.15,3.1,49.679,6.186,4593.492,5
7.862,3.66,29.847,3.23,1795.54,5
7.867,0.226,27.041,2.912,721.246,5
7.569,1.117,36.025,2.302,346.467,5
8.074,1.666,32.562,3.495,1060.958,5
7.093,4.855,26.243,6.617,3817.677,5
6.724,4.518,44.943,6.267,2300.31,5
8.377,4.043,46.166,4.248,2793.019,5
7.075,1.358,48.632,2.637,317.122,5
7.743,3.306,31.795,7.155,4258.818,5
8.306,4.477,31.611,4.287,4476.791,5
7.959,0.879,36.914,6.948,1878.325,5
6.86,3.595,49.386,3.047,1112.052,5
7.665,4.149,27.097,4.482,1182.779,5
8.267,3.483,34.938,3.757,4890.999,5
6.538,0.873,48.321,5.778,3149.045,5
6.765,3.71,29.453,6.52,1712.805,5
7.178,2.542,25.062,5.676,4374.867,5
6.845,0.077,42.398,8.11,3276.265,5
7.301,1.939,38.44,6.987,1866.319,5
7.135,1.172,40.392,8.487,392.443,5
6.595,0.984,29.316,2.682,1190.276,5
8.424,3.925,37.921,6.685,3719.152,5
7.19,0.072,39.598,9.926,37.258,5
8.347,2.171,43.903,6.532,1941.912,5
7.266,0.109,26.23,7.359,1004.398,5
7.819,0.129,32.64,3.952,2193.097,5
8.5,2.722,45.991,5.882,2854.267,5
6.636,0.559,31.476,9.483,3553.176,5
8.438,2.476,28.788,3.246,1451.118,5
7.682,2.769,31.896,3.431,942.206,5
8.344,1.509,30.12,6.273,111.849,5
7.397,3.625,44.043,9.904,910.883,5
6.837,4.798,46.585,8.298,3776.785,5
7.028,4.868,42.997,9.703,799.77,5
7.459,1.242,39.396,3.721,153.096,5
6.587,0.017,49.061,6.277,2355.358,5
7.866,2.223,45.374,5.723,3048.319,5
7.024,1.306,40.0,4.488,3865.429,5
6.526,4.258,46.545,5.79,4812.512,5
8.229,1.036,33.816,9.243,4001.731,5
8.35,3.892,28.506,8.405,225.314,5
7.026,3.414,25.076,9.711,2401.104,5
7.63,0.678,38.081,9.431,295.943,5
6.679,4.409,29.171,9.697,115.858,5
6.566,3.054,49.963,9.824,1687.178,5
6.67,4.782,25.489,6.197,2396.014,5
7.529,4.72,35.836,8.362,1467.522,5
7.049,3.398,43.012,8.848,672.296,5
7.76,3.297,32.384,9.018,2199.056,5
7.391,4.451,37.347,3.041,884.763,5
8.02,0.441,46.007,3.185,2594.45,5
7.032,1.067,46.071,9.916,609.289,5
6.739,4.867,49.637,9.853,3743.476,5
6.584,2.843,46.016,2.875,676.404,5
7.849,0.9,26.812,4.755,2524.171,5
7.022,2.952,36.621,5.475,698.546,5
7.014,1.853,41.972,7.867,1570.499,5
6.83,0.028,43.717,7.891,3784.812,5
6.962,0.475,33.372,6.515,3284.796,5
7.941,3.035,26.034,5.275,1178.81,5
6.917,4.265,34.621,3.942,3891.254,5
8.364,1.185,44.256,5.482,4216.408,5
8.394,0.72,40.194,5.4,4362.184,5
6.837,1.559,28.09,5.396,4016.077,5
7.011,3.984,33.893,4.043,2453.915,5
6.618,4.187,32.678,2.242,574.035,5
7.737,0.138,30.495,6.482,368.518,5
6.731,0.211,39.273,8.062,4770.767,5
8.348,2.456,28.599,7.323,3981.567,5
8.06,0.96,47.005,4.97,642.827,5
6.942,2.95,35.476,8.23,244.516,5
6.948,2.938,40.011,6.162,1960.054,5
7.972,4.515,35.825,8.934,3468.662,5
7.822,2.187,42.374,5.57,1257.817,5
8.088,0.905,35.377,4.338,3527.052,5
8.219,4.688,49.449,6.225,4068.365,5
7.018,4.135,34.392,2.986,782.48,5
7.068,2.829,43.134,8.295,3923.49,5
7.202,2.349,29.657,7.096,1465.254,5
7.07,3.42,49.203,4.382,1733.871,5
7.626,0.415,28.538,9.315,765.777,5
7.18,4.931,34.415,5.738,230.748,5
8.352,4.416,30.257,7.916,3991.902,5
6.892,3.685,32.084,5.269,2582.196,5
8.495,1.551,35.971,7.103,3866.837,5
7.59,0.597,35.994,7.745,2874.995,5
7.325,4.328,34.317,3.926,1206.192,5
7.252,3.512,42.899,5.123,3210.928,5
6.604,2.184,43.256,6.084,959.188,5
7.01,2.816,33.558,5.104,3468.901,5
6.506,1.284,44.339,4.913,3902.627,5
6.797,4.46,28.528,4.473,3637.217,5
7.307,4.727,30.351,6.031,4113.855,5
6.614,4.181,43.473,3.378,2861.964,5
7.397,1.682,31.81,3.002,4038.595,5
7.179,3.417,49.382,5.404,3376.124,5
6.681,0.136,29.764,6.308,2737.78,5
7.097,4.555,34.641,8.635,502.357,5
7.056,0.618,37.114,2.465,303.132,5
8.185,3.591,49.297,4.02,3529.38,5
7.974,0.684,49.867,6.132,399.372,5
8.282,4.961,45.72,8.367,3035.113,5
7.72,4.48,38.863,6.806,4171.22,5
7.862,0.459,27.094,8.619,928.21,5
7.373,0.223,35.735,7.3,942.328,5
6.836,1.932,25.305,2.286,1302.097,5
6.745,1.243,35.079,4.306,4180.453,5
7.034,2.39,36.973,7.844,1776.812,5
8.464,4.091,28.664,6.794,3638.617,5
7.186,3.381,26.86,8.943,1550.82,5
8.193,4.059,25.998,8.089,3162.449,5
7.694,1.747,30.374,2.723,3553.083,5
6.98,4.428,41.02,8.446,3558.101,5
7.642,0.418,40.884,6.725,3330.468,5
7.486,3.525,37.989,3.57,1700.996,5
6.665,4.583,45.695,5.803,746.072,5
8.296,0.057,47.996,9.46,1931.833,5
7.553,2.233,45.187,8.615,3862.991,5
7.666,2.804,49.186,4.523,415.964,5
8.148,1.204,25.032,6.28,1170.78,5
7.377,0.722,48.929,8.768,1438.485,5
6.842,2.375,26.985,8.271,4304.725,5
7.168,1.611,30.842,5.826,1264.675,5
6.669,2.269,45.437,9.521,2725.766,5
7.227,0.672,45.89,6.639,4625.725,5
7.055,1.128,26.92,6.696,651.443,5
6.598,0.221,25.182,6.363,3740.801,5
7.383,2.13,33.071,4.993,2273.218,5
7.357,4.877,48.249,4.412,1121.365,5
6.741,0.168,34.35,7.73,2486.103,5
8.222,1.309,25.974,8.122,4822.631,5
7.522,1.327,39.73,3.87,2339.631,5
6.775,0.934,36.089,4.231,4546.098,5
6.611,4.631,29.247,5.519,4451.794,5
6.708,1.77,25.992,2.284,26.471,5
7.63,4.465,48.661,8.453,14.561,5
7.365,2.073,34.955,4.611,506.039,5
7.281,2.549,28.996,4.324,1911.387,5
8.203,1.342,37.255,9.218,1344.744,5
8.095,2.762,48.467,9.631,4382.926,5
7.833,3.538,37.372,2.623,1868.346,5
8.211,0.39,33.797,4.799,2839.968,5
7.275,0.688,43.407,5.979,3498.45,5
8.063,3.421,36.24,4.848,53.902,5
7.739,2.301,38.085,6.025,2869.523,5
7.571,0.992,45.25,4.41,2492.62,5
7.046,4.291,48.664,5.183,717.65,5
7.139,3.152,45.34,3.728,3643.789,5
7.28,3.813,36.764,2.171,519.218,5
7.234,4.037,42.032,4.458,1517.071,5
8.214,3.068,32.236,6.694,1573.39,5
6.651,1.037,26.615,8.321,4442.321,5
8.021,0.353,48.841,4.705,3126.819,5
7.857,3.193,37.485,4.837,2812.955,5
6.845,1.798,39.708,2.007,1653.138,5
7.444,4.102,25.393,8.071,2862.505,5
7.299,0.982,28.939,6.917,2372.303,5
8.149,0.577,34.031,9.517,428.028,5
7.061,0.692,38.054,5.78,3439.227,5
7.289,2.548,29.16,3.156,785.893,5
7.727,1.647,42.368,8.757,2785.181,5
7.163,3.793,35.872,2.117,1449.665,5
6.888,1.295,45.047,5.967,4882.669,5
7.718,4.588,36.231,7.731,1118.289,5
6.755,2.232,36.937,8.212,935.215,5
6.815,0.707,35.174,2.604,4033.545,5
6.71,2.952,38.797,2.952,1342.821,5
8.05,0.746,30.96,6.145,1250.244,5
6.775,3.947,36.96,5.548,4267.214,5
8.249,3.296,37.916,3.933,1118.688,5
6.887,2.334,45.605,4.375,50.927,5
6.761,2.83,35.937,7.4,4802.793,5
8.464,0.821,39.347,8.955,4839.811,5
7.087,4.368,36.64,8.237,98.424,5
7.155,0.867,49.313,2.888,3921.687,5
7.56,2.392,48.988,9.016,736.612,5
6.929,1.929,32.897,2.307,3419.113,5
8.197,3.89,41.565,5.089,3988.146,5
7.036,4.896,42.89,7.702,1359.372,5
7.943,2.814,46.05,4.407,1464.737,5
6.645,2.726,30.537,6.141,1046.748,5
6.703,4.161,36.931,5.946,2388.78,5
6.903,2.8,45.427,6.225,1315.47,5
7.91,1.603,34.873,3.964,897.106,5
8.229,1.082,29.812,4.655,1410.054,5
7.159,1.925,48.421,6.686,4926.619,5
8.073,2.177,39.33,6.474,2696.989,5
7.875,0.062,48.482,8.543,3195.908,5
8.17,1.238,33.379,7.659,3315.788,5
7.318,1.246,31.876,3.62,2694.314,5
7.823,2.375,30.685,7.991,3938.108,5
8.014,3.897,28.051,6.967,4568.046,5
7.839,4.371,29.792,5.612,4010.361,5
8.049,2.322,32.752,2.182,455.857,5
7.006,2.346,47.591,2.944,4827.399,5
6.772,3.453,41.537,4.694,1284.776,5
8.05,4.682,45.281,8.768,4481.097,5
7.365,2.471,49.536,5.496,2345.219,5
7.132,0.667,38.34,2.296,4716.862,5
7.471,3.24,45.226,6.608,1226.929,5
6.907,0.277,26.003,2.261,2757.246,5
7.148,0.67,39.486,5.374,3197.071,5
7.322,3.36,41.101,6.471,2416.038,5
8.402,3.695,49.606,3.279,1839.28,5
7.686,1.31,25.528,8.221,4427.605,5
6.76,2.948,31.655,7.933,2116.452,5
8.407,2.847,43.886,8.338,2233.799,5
8.397,0.454,43.575,7.313,3516.972,5
7.542,2.589,33.512,4.68,3036.48,5
6.696,1.778,47.583,6.317,3790.315,5
8.491,4.736,29.463,2.687,2829.525,5
8.286,3.102,33.644,3.437,2100.269,5
8.491,3.221,37.957,4.544,1415.793,5
8.327,0.804,37.12,5.599,890.703,5
7.594,3.569,31.341,5.382,154.724,5
6.782,1.576,44.606,7.531,1060.566,5
7.458,4.852,40.895,9.556,2588.241,5
8.474,4.977,38.292,5.379,3287.145,5
7.597,4.306,46.881,3.494,3308.008,5
7.113,1.401,40.837,9.93,1784.958,5
7.669,3.601,36.407,3.768,1504.66,5
7.359,1.136,36.908,4.141,4091.853,5
6.929,1.3,39.463,7.942,2112.435,5
6.88,3.037,44.443,2.008,4719.736,5
6.99,1.35,38.406,8.316,4201.197,5
7.75,1.757,37.069,2.259,4735.114,5
7.84,1.226,46.266,3.192,4405.902,5
8.024,1.162,30.307,7.574,731.941,5
7.046,0.692,33.849,6.97,3780.842,5
8.384,0.115,48.996,2.35,238.527,5
8.433,3.627,37.663,5.567,176.254,5
6.972,1.682,37.065,5.407,4285.152,5
6.812,3.213,31.328,6.037,2879.629,5
7.237,2.606,36.836,8.121,3291.334,5
8.396,0.702,40.296,6.559,1636.412,5
7.901,2.511,34.472,3.234,2160.094,5
8.04,1.151,48.19,3.727,4962.339,5
8.221,4.084,25.799,2.279,3766.806,5
6.915,1.499,33.433,8.712,3093.579,5
6.553,2.97,29.102,7.355,2230.868,5
7.705,3.218,26.044,9.069,2825.934,5
8.309,2.163,30.82,5.59,387.676,5
7.682,1.198,34.64,3.975,483.002,5
7.775,4.463,45.555,9.656,3738.748,5
7.878,2.629,34.563,6.258,3644.819,5
8.497,0.485,48.708,6.321,975.201,5
8.388,4.882,33.197,5.622,4776.804,5
7.217,3.745,32.455,5.294,2797.635,5
7.177,1.749,26.057,9.66,1809.445,5
8.211,0.704,26.879,9.248,4462.791,5
7.703,4.506,38.429,4.499,1950.239,5
8.493,0.596,39.529,9.616,721.669,5
7.598,3.135,33.424,3.382,1158.153,5
7.97,0.674,43.724,7.519,2672.29,5
7.848,4.79,25.448,3.567,4751.874,5
8.318,1.402,29.054,6.293,1317.946,5
7.468,5.0,46.367,2.652,571.84,5
7.347,2.655,43.359,2.702,273.931,5
8.055,4.078,46.636,4.003,3376.767,5
7.671,2.563,33.394,7.492,654.776,5
7.324,3.3,48.399,5.713,3704.344,5
7.022,3.852,36.826,7.476,4809.243,5
8.116,0.418,46.575,7.361,2802.501,5
8.42,3.956,42.371,6.1,4525.162,5
7.802,4.956,31.414,6.837,1770.557,5
6.841,0.741,25.446,9.159,3555.765,5
8.187,1.8,31.03,8.696,2677.76,5
8.446,4.299,29.799,6.949,369.65,5
6.567,3.178,32.096,6.97,3166.715,5
7.311,0.074,48.911,2.625,4307.268,5
6.575,1.019,31.402,2.899,283.176,5
7.52,3.863,49.291,8.834,512.676,5
7.305,2.731,27.844,8.166,2625.94,5
7.517,0.621,41.533,4.969,138.154,5
8.385,4.153,40.808,3.592,84.479,5
8.255,4.22,44.324,6.367,2379.616,5
8.05,0.368,35.733,3.547,2442.095,5
6.918,2.015,27.416,6.27,3860.881,5
7.908,4.678,47.926,3.527,2418.512,5
8.405,0.571,40.167,4.888,2371.171,5
8.184,0.295,41.943,6.241,493.531,5
7.633,4.062,43.276,8.494,452.507,5
7.303,0.154,27.773,2.149,2632.065,5
7.722,2.545,27.118,2.776,3327.326,5
6.618,3.621,41.546,3.645,2247.968,5
8.346,1.582,31.849,5.839,3572.277,5
7.771,3.296,38.439,2.407,882.233,5
8.45,1.391,39.074,5.325,3585.994,5
7.268,4.718,36.846,9.38,3035.953,5
8.083,1.219,27.791,4.528,4854.071,5
7.32,0.107,25.196,6.891,864.478,5
8.21,4.252,41.429,2.217,2296.306,5
7.436,3.064,47.35,3.828,1828.693,5
7.896,1.566,25.503,4.569,4074.019,5
7.821,1.693,38.914,4.738,2449.838,5
6.722,2.069,38.128,5.513,3493.896,5
8.13,0.748,38.81,5.269,4361.467,5
7.405,1.854,31.766,8.944,1433.813,5
6.514,3.651,42.815,6.183,1837.798,5
6.723,2.982,44.004,7.353,561.951,5
7.293,0.532,26.808,3.469,1989.19,5
7.333,2.363,32.579,8.394,3019.845,5
7.727,1.327,25.088,8.196,3171.575,5
7.903,4.873,47.311,5.518,1013.187,5
8.289,4.767,31.395,5.806,3310.246,5
8.082,2.95,41.436,8.596,3686.559,5
7.794,2.338,34.32,9.91,2313.051,5
8.192,3.669,46.517,9.086,3952.829,5
7.907,0.14,33.435,4.999,636.695,5
7.61,1.608,31.669,2.086,1087.824,5
8.296,3.777,33.698,7.17,2345.949,5
6.903,2.207,42.344,9.501,4996.277,5
7.861,0.64,30.535,8.418,1820.841,5
8.184,1.276,30.573,5.268,2722.871,5
7.316,3.304,44.202,7.455,2571.289,5
7.642,1.851,31.066,6.501,2934.644,5
8.381,2.247,47.291,3.226,4635.735,5
8.24,1.045,40.325,7.302,2539.781,5
8.201,4.501,32.92,8.576,4165.651,5
7.35,2.438,41.232,8.953,1284.733,5
6.853,0.202,34.702,4.367,875.209,5
7.807,0.165,43.226,9.588,4161.212,5
6.944,3.473,28.663,7.999,3277.964,5
7.652,2.516,39.84,5.494,2840.512,5
7.5,1.578,26.06,2.594,1150.448,5
7.969,3.709,46.491,4.941,4673.79,5
7.563,1.052,29.748,6.772,1181.816,5
7.79,2.559,29.814,7.815,1358.101,5
7.871,2.134,36.161,4.995,209.197,5
7.141,1.667,43.523,9.65,786.538,5
8.352,1.621,40.977,5.37,4526.076,5
7.292,2.889,49.786,2.046,556.292,5
6.592,0.116,42.971,9.115,1952.522,5
6.572,1.171,39.197,4.816,2574.088,5
8.065,2.156,38.513,2.88,3435.551,5
7.15,3.233,28.738,8.912,4833.084,5
8.047,0.335,42.68,3.883,2829.576,5
8.456,1.793,40.566,7.046,636.781,5
6.588,3.857,44.606,6.724,915.36,5
7.399,1.504,41.144,5.724,4944.078,5
7.147,3.521,41.761,6.159,4471.679,5
6.654,0.958,43.168,4.23,4837.885,5
7.616,4.232,32.794,2.571,2405.383,5
8.142,1.597,31.357,3.393,4600.617,5
7.954,0.989,48.261,7.068,658.183,5
7.642,2.199,42.847,8.084,4165.846,5
7.024,0.835,26.472,5.557,4159.751,5
6.813,2.524,37.548,9.616,1813.315,5
7.928,3.541,26.798,6.511,3318.908,5
7.849,1.525,35.216,5.142,2919.135,5
8.17,2.306,31.269,4.96,1923.93,5
6.972,1.935,39.572,2.139,3393.059,5
7.544,1.021,40.269,8.493,565.223,5
7.89,2.701,28.662,5.877,3981.659,5
7.765,1.295,46.367,2.166,2611.179,5
7.38,1.295,46.09,7.12,790.855,5
7.289,0.101,43.416,6.77,3809.121,5
7.986,1.732,30.385,5.509,1253.997,5
7.394,1.388,49.472,8.222,4202.968,5
6.529,0.754,45.783,4.383,1654.238,5
7.062,2.382,41.512,7.894,4792.466,5
6.546,4.587,43.238,6.097,188.105,5
6.983,3.185,34.815,2.649,4746.081,5
6.769,1.01,46.698,2.835,3194.584,5
6.648,1.462,28.128,8.09,3023.663,5
6.617,2.779,30.465,4.574,1194.119,5
7.422,2.2,30.151,6.289,1311.572,5
6.669,1.846,45.578,3.83,3542.857,5
7.721,4.469,30.425,9.461,3006.361,5
8.042,1.818,38.164,2.299,2746.91,5
8.044,0.75,37.787,5.289,2454.381,5
6.838,3.12,28.669,5.955,2027.972,5
7.3,4.265,44.847,5.924,374.802,5
6.89,2.032,26.6,4.156,3309.451,5
7.411,2.895,34.323,9.171,3943.494,5
6.699,0.917,39.099,9.544,2695.122,5
6.7,2.123,45.918,2.475,4598.469,5
7.08,2.002,44.937,6.229,3521.59,5
6.783,4.99,40.502,4.839,2168.592,5
8.177,4.234,37.064,5.612,3694.08,5
7.409,4.775,33.81,4.826,686.269,5
7.283,3.489,31.848,7.505,4635.291,5
7.237,2.74,34.451,8.098,3240.648,5
7.711,1.836,48.734,3.383,931.484,5
6.664,2.466,28.628,7.23,4741.878,5
7.672,2.637,31.163,2.048,2218.89,5
6.504,3.609,29.243,8.611,2013.766,5
6.878,3.727,43.585,2.867,765.077,5
7.009,4.69,30.641,3.116,1290.674,5
7.26,0.954,31.227,2.613,1216.22,5
8.4,1.945,48.744,7.283,838.981,5
8.109,2.445,36.356,4.544,2243.149,5
7.13,0.714,39.026,6.746,500.772,5
7.418,4.82,48.643,7.989,2789.607,5
7.372,3.629,30.669,5.562,531.467,5
6.536,3.632,48.126,6.233,3616.94,5
7.452,4.209,34.41,5.649,647.449,5
6.692,0.019,25.241,7.818,2706.223,5
7.897,4.316,49.765,2.558,4835.493,5
7.916,3.559,41.411,9.995,2600.777,5
7.092,2.917,34.802,4.789,4132.51,5
8.296,0.278,29.288,5.011,4575.527,5
8.1,3.805,27.681,7.38,4666.183,5
7.827,0.699,42.79,5.386,1370.635,5
8.3,1.024,45.627,8.657,1852.234,5
7.05,2.368,34.786,3.368,3381.401,5
8.151,4.907,44.187,7.457,1723.093,5
7.12,4.519,40.206,8.789,1692.574,5
8.382,1.648,44.027,8.692,3136.856,5
8.332,0.163,43.883,7.963,3746.087,5
7.358,4.965,33.025,8.046,4750.304,5
7.318,3.142,28.375,6.323,1239.382,5
8.311,3.046,38.418,3.165,3902.054,5
8.033,0.113,25.067,2.83,1722.868,5
7.194,3.579,34.54,5.966,3091.455,5
7.503,2.505,26.806,4.916,2159.445,5
6.738,3.73,47.318,8.664,1019.582,5
7.23,2.734,48.264,4.833,3606.302,5
6.502,2.487,35.151,5.273,3110.102,5
6.694,1.44,26.495,9.461,836.329,5
7.602,4.259,36.895,6.327,2947.954,5
6.912,3.885,26.091,7.223,2549.033,5
7.151,1.56,35.776,3.403,1520.768,5
7.501,2.563,43.988,3.211,1495.618,5
7.566,0.819,31.577,3.597,3558.232,5
7.624,3.941,42.003,6.167,4976.861,5
6.818,4.589,45.454,5.08,1192.116,5
7.829,3.062,42.874,5.438,1433.132,5
7.599,1.527,25.202,6.954,2653.897,5
6.927,4.909,31.121,5.368,1602.034,5
8.126,0.623,30.063,7.01,3963.756,5
8.371,0.479,32.403,2.747,1428.09,5
8.445,2.696,31.574,9.89,2015.142,5
7.116,0.338,35.964,2.991,3858.158,5
7.119,4.686,30.583,2.167,2236.487,5
7.753,3.809,32.084,5.292,947.473,5
7.054,0.595,36.138,2.564,498.357,5
8.26,2.576,35.956,6.787,701.363,5
6.981,3.109,39.062,9.591,4925.154,5
8.324,1.442,33.815,8.834,3386.897,5
7.447,0.012,36.727,6.228,2725.549,5
7.032,3.071,47.604,4.176,1597.667,5
7.738,0.152,27.09,7.445,1429.271,5
7.99,4.769,49.258,4.05,4446.317,5
8.256,0.901,41.153,5.376,970.083,5
7.702,4.421,46.598,4.847,4747.816,5
7.963,4.587,36.361,7.345,4031.291,5
8.364,2.307,25.422,4.572,407.183,5
7.249,3.027,46.887,6.596,1469.854,5
7.897,3.903,46.897,4.304,609.154,5
7.34,4.932,31.351,2.941,655.522,5
7.279,3.533,45.246,7.016,775.782,5
8.322,4.688,39.538,6.517,1481.042,5
6.745,1.373,45.26,7.134,1082.312,5
6.82,0.409,40.55,9.725,2704.583,5
6.839,1.457,26.017,5.398,779.358,5
7.331,1.553,34.347,9.682,952.81,5
8.181,4.599,31.463,6.513,2874.742,5
6.807,3.111,47.341,5.703,4552.073,5
7.642,2.156,28.117,4.123,3855.774,5
8.247,1.608,28.895,2.993,3699.01,5
7.515,4.599,32.334,9.868,3062.796,5
8.147,0.509,47.971,2.204,4322.413,5
8.305,0.473,45.049,2.835,112.78,5
6.852,2.409,35.236,7.402,3473.407,5
7.884,3.068,26.35,9.654,1732.774,5
7.925,2.368,38.914,7.772,2786.146,5
8.01,4.496,37.438,3.575,2506.924,5
8.495,2.33,25.53,3.406,951.167,5
8.043,2.243,45.075,7.518,4447.591,5
6.715,2.004,28.324,7.454,4196.004,5
7.917,1.078,39.387,3.816,3348.521,5
6.71,1.603,35.259,3.523,419.897,5
7.745,2.806,37.576,8.629,4955.709,5
7.613,2.861,45.116,9.46,518.807,5
8.154,1.292,35.687,8.184,30.07,5
6.683,3.603,48.017,5.501,3106.579,5
7.625,3.735,37.912,5.086,511.268,5
7.706,3.066,39.041,4.226,3159.206,5
7.199,3.967,41.402,3.088,996.819,5
6.803,3.499,25.701,2.341,4853.686,5
6.561,3.246,49.01,2.671,896.164,5
8.093,1.507,41.649,2.504,1135.981,5
7.135,0.998,44.881,4.351,988.076,5
8.49,0.939,46.863,3.51,3470.976,5
7.477,4.001,41.274,4.087,3353.542,5
8.074,0.444,37.367,4.511,3681.208,5
6.697,2.497,42.308,6.235,706.696,5
8.31,3.972,46.363,9.916,1661.257,5
7.513,0.716,38.636,7.948,57.865,5
7.603,3.87,48.82,6.402,3255.5,5
7.619,1.434,45.377,8.12,2624.997,5
8.275,4.348,44.518,8.616,3185.157,5
7.247,0.776,35.938,4.209,3073.388,5
6.591,3.13,43.1,5.562,679.821,5
6.77,1.612,40.615,5.114,2037.154,5
7.951,2.198,43.657,9.597,1379.484,5
6.712,1.24,38.126,8.598,1485.335,5
8.055,0.492,46.853,3.417,2387.189,5
8.387,4.779,35.857,2.186,234.306,5
7.632,4.511,39.487,4.563,4000.886,5
7.863,1.641,36.766,6.253,1316.604,5
7.595,4.155,38.149,9.673,4002.346,5
7.038,0.653,40.308,6.235,4900.757,5
6.64,4.492,45.166,7.376,3459.519,5
7.887,2.37,43.839,3.278,3053.886,5
8.421,4.559,32.233,2.517,4724.347,5
7.14,4.794,32.508,5.515,2080.908,5
8.049,2.243,39.918,2.363,1724.731,5
8.378,1.406,39.809,4.214,3454.012,5
6.97,1.256,31.742,3.617,3134.262,5
8.359,3.899,35.741,7.406,2246.55,5
7.659,2.984,41.595,8.387,4977.673,5
7.662,0.788,25.753,9.808,2875.953,5
7.876,2.782,34.618,9.149,3265.064,5
8.313,1.923,32.735,9.032,1754.047,5
7.656,2.341,45.612,3.364,436.918,5
8.228,3.743,43.054,2.72,3097.832,5
8.174,3.664,25.12,3.434,4208.456,5
6.866,2.322,32.717,7.234,3919.437,5
8.324,4.657,26.735,6.959,1264.433,5
8.387,3.536,45.369,2.543,2382.864,5
7.131,2.311,43.366,6.939,4153.287,5
7.87,2.809,25.968,5.825,2219.28,5
6.988,3.434,29.951,8.014,668.637,5
6.532,0.592,48.841,3.965,8.108,5
6.633,4.128,36.508,9.242,2637.41,5
7.391,2.137,42.688,9.598,370.6,5
7.355,4.78,40.892,8.651,2758.628,5
7.091,0.097,46.001,4.001,1068.197,5
7.569,0.617,36.592,8.261,2613.563,5
6.864,1.259,48.096,4.258,2000.398,5
7.128,1.799,49.094,7.065,4033.617,5
7.342,0.133,34.205,9.972,55.404,5
6.765,2.064,27.118,2.542,4927.005,5
6.665,3.009,44.012,2.154,4678.253,5
7.542,4.943,26.857,5.721,4858.927,5
7.355,0.833,48.604,6.114,4778.957,5
6.524,4.462,40.446,2.771,2744.683,5
7.847,1.974,48.91,5.641,142.087,5
8.422,3.868,43.521,9.199,2528.321,5
6.661,2.321,44.332,8.37,3438.673,5
8.357,0.238,43.011,5.667,4309.909,5
7.3,3.346,39.136,5.825,1407.347,5
7.947,4.745,48.282,5.865,3337.501,5
7.638,2.467,43.934,4.824,1622.677,5
8.232,0.554,38.543,7.551,4561.174,5
8.107,4.218,44.871,8.267,2656.625,5
7.798,2.757,47.246,7.7,140.741,5
7.713,4.561,48.681,2.541,1154.036,5
7.167,0.835,26.109,3.423,2067.45,5
6.626,4.425,25.778,9.784,4999.404,5
8.148,2.134,45.039,8.45,2775.416,5
7.637,3.027,27.807,3.307,1635.633,5
8.21,2.319,48.704,8.422,3378.887,5
8.259,0.986,30.471,4.103,2166.711,5
7.416,1.982,44.013,3.241,2984.833,5
7.174,2.379,44.727,8.906,1298.33,5
8.221,2.502,33.684,8.86,4852.315,5
8.116,3.163,26.683,8.96,2489.523,5
7.561,3.939,47.626,2.612,2898.635,5
6.782,2.446,27.064,3.012,613.222,5
6.565,0.888,47.675,9.893,524.164,5
8.079,3.76,26.054,8.786,3728.525,5
8.068,0.799,32.235,2.866,1802.672,5
7.798,0.416,39.033,7.567,4841.534,5
8.437,0.943,37.474,9.637,3445.44,5
8.439,4.242,26.24,6.201,75.699,5
6.946,0.348,36.388,7.295,2372.787,5
7.195,3.126,35.621,3.32,351.235,5
6.986,0.961,40.142,7.061,4456.78,5
8.01,1.365,27.074,7.168,4364.344,5
8.233,4.582,47.92,6.396,1570.91,5
6.721,4.2,32.047,5.329,2820.892,5
8.239,1.196,45.935,9.453,341.416,5
8.476,2.868,25.6,6.248,2709.434,5
7.914,1.527,27.542,5.868,1741.278,5
7.638,2.233,47.661,4.514,466.368,5
8.169,4.943,34.164,7.845,1450.216,5
8.059,4.775,34.666,4.45,1952.279,5
7.085,0.334,36.471,2.401,3930.042,5
8.099,1.931,48.263,5.126,1503.554,5
6.647,3.509,41.4,8.837,2573.45,5
7.06,2.782,43.136,2.816,272.077,5
6.889,2.551,37.301,8.414,4359.584,5
7.522,4.757,36.759,3.289,1453.558,5
7.626,3.292,45.73,3.752,4606.583,5
8.032,3.816,25.18,7.895,206.514,5
7.267,3.425,49.209,8.032,3232.453,5
6.948,1.187,39.534,7.649,4668.871,5
7.135,1.97,34.95,7.596,4882.952,5
7.861,2.802,33.052,4.84,4090.398,5
8.319,3.103,29.749,5.437,4560.546,5
7.47,2.774,42.618,4.75,1674.547,5
7.015,1.586,38.578,7.951,2704.921,5
7.284,4.854,29.531,7.347,1432.768,5
7.624,3.213,39.005,6.779,2780.471,5
7.609,2.591,37.189,4.511,3649.696,5
7.866,1.19,33.396,4.129,2231.668,5
7.718,1.316,37.062,2.082,1896.335,5
7.681,4.075,33.676,7.92,1384.204,5
7.228,1.451,45.603,2.836,4274.272,5
7.867,2.431,46.451,4.881,1958.708,5
6.959,4.229,35.008,6.742,4511.385,5
8.449,0.865,48.134,5.103,2714.277,5
7.676,3.445,39.008,4.094,419.311,5
8.314,1.795,45.993,8.972,1984.4,5
7.779,3.8,38.537,2.829,2227.265,5
7.28,2.085,26.967,5.372,1507.562,5
7.155,4.509,39.451,5.115,580.451,5
7.617,2.3,41.397,6.828,933.727,5
