MolecularWeight,TPSA,Complexity,HeavyAtomCount,RotatableBondCount,RDKit_logP,RDKit_TPSA,RDKit_MolWt,LD50
152.18,85.2,190,10,0,1.01549,57.36,152.182,2.74
117.18,68.2,74.2,7,0,-1.0313,36.09,117.177,4.406
200.3,76.9,119,10,5,3.2471,26.3,200.265,3.103
138.13,65.5,242,10,0,-0.4022,74.43,136.114,2.119
303.35,56.8,435,22,7,2.2536,56.79,303.358,2.726
115.22,3.2,48.3,8,3,1.5941,3.24,115.22,2.709
386.4,130,513,27,16,0.9497,130.11,386.397,1.107
264.71,51.6,229,15,5,4.6816,26.3,264.714,4.659
180.16,63.6,212,13,3,1.3101,63.6,180.159,2.955
283.4,80.1,299,18,3,3.6141,29.54,283.418,3.306
168.17,41.1,146,12,3,1.0992,41.13,168.171,4.267
132.23,37.3,93.1,8,2,1.4092,37.3,132.235,1.644
298.34,83.1,350,22,7,1.0225,83.12,298.346,2.244
176.17,50.7,232,13,1,1.1305,50.69,176.175,2.601
284.74,35.8,419,20,1,2.6092,35.83,284.746,3.895
160.29,37.3,115,10,4,2.1894,37.3,160.289,1.728
240.22,86.1,267,14,6,1.5971,53.99,240.217,2.549
89.09,52.3,52.8,6,2,0.1016,52.32,89.094,1.692
491.9,83.8,748,35,9,5.20042,83.83,491.927,3.829
326.4,23.6,381,24,6,3.6108,23.55,326.415,2.773
312.71,93.5,405,18,7,2.7685,70.42,312.715,4.796
505.9,83.8,784,36,9,5.50884,83.83,505.954,3.679
258.1,28.7,296,17,0,3.1381,28.68,258.096,4.889
189.22,41.1,194,11,3,0.1577,9.03,189.224,3.915
387.3,55.1,592,24,6,1.7322,55.14,387.309,3.597
328.8,109,407,18,7,2.8849,53.35,328.783,3.973
164.2,32.7,149,12,2,2.10822,32.67,164.208,3.261
106.15,27.3,52.8,6,2,0.0892,26.3,106.146,3.102
382.4,53.5,487,28,3,4.9073,53.46,382.367,2.12
300.7,109,380,16,5,2.1047,53.35,300.729,4.779
143.23,32.6,110,10,4,2.6628,32.59,143.23,1.576
253.36,54.8,215,17,7,3.2604,29.54,253.367,2.343
274.24,63.6,363,20,4,3.1162,63.6,274.247,3.171
255.1,41.5,342,16,1,3.05212,45.75,255.104,1.328
169.05,17.1,113,9,2,2.4053,17.07,169.051,2.114
545.5,0,567,22,0,6.223,0,545.546,3.366
184.2,60.8,118,10,5,2.5305,35.53,184.197,3.592
324.4,45.6,457,24,4,3.1732,45.59,324.424,3.091
273.22,65.1,446,18,6,2.12242,66.76,273.225,5.046
270.26,59.1,439,19,2,0.7671,62.46,270.26,2.194
166.22,47.3,103,12,5,1.0313,47.28,166.224,5.425
149.23,26,103,11,2,1.88472,26.02,149.237,2.998
96.13,27,104,7,1,0.58528,27.03,96.133,2.007
194.19,58.4,293,14,0,-1.0293,61.82,194.194,3.005
182.2,76.6,139,10,3,-0.2476,74.6,182.222,1.659
185.18,69.2,298,14,3,1.45446,69.17,185.186,1.91
283.3,119,335,16,6,2.3837,68.12,283.311,3.243
305.29,106,338,19,6,3.57952,70.83,305.292,4.485
123.54,45.8,69.8,7,1,0.8904,43.14,123.539,2.797
202.25,43.5,144,14,9,0.5974,43.52,202.25,2.251
488.9,36.9,421,33,20,9.3636,36.92,488.87,0.909
332.8,48.4,156,15,0,3.2136,48.39,332.793,1.823
289.8,19.4,264,20,6,3.3032,19.37,289.81,2.498
247.18,65.1,393,16,4,1.47342,66.76,247.187,4.929
143.23,43.1,95.4,10,5,1.6881,43.09,143.23,2.207
305.33,80.1,437,19,7,2.85292,49.69,305.336,1.635
302.36,78.9,304,21,14,2.3849,78.9,302.367,1.975
289.26,65.1,433,19,7,2.73652,66.76,289.268,5.252
380.9,12.5,516,19,0,4.4814,12.53,380.913,3.998
237.25,56.8,305,17,2,2.22052,56.79,237.255,4.421
328.5,41,378,23,5,4.4956,15.71,328.481,2.475
317.22,95.2,515,22,1,2.4484,92.55,317.223,3.211
112.17,49.8,79.8,8,4,1.02908,49.81,112.176,2.136
143.18,29.5,121,10,5,0.2772,29.54,143.186,2.498
155.19,29.5,187,11,2,0.4213,29.54,155.197,1.793
227.69,62.7,209,15,4,1.9196,62.73,227.699,2.278
156.18,17.1,164,12,1,2.6523,17.07,156.184,2.37
312.37,47.1,565,23,1,2.7401,81.46,312.373,3.702
747.83,66.8,373,22,4,5.23,66.76,747.83,5.957
342.4,52.6,241,15,6,2.574,52.6,342.4,2.12
326.4,36.1,579,24,2,3.0431,70.46,326.4,3.435
297.26,98.5,416,21,6,-2.6319,103.59,297.267,3.199
380.35,174,397,26,17,-2.038,174.14,380.35,2.025
300.4,43.4,620,22,5,3.4492,43.37,300.398,2.815
284.31,52.6,296,21,8,3.0905,52.6,284.311,1.074
286.4,39.4,476,21,6,3.7369,39.44,286.371,1.457
186.29,21.8,125,13,8,2.6182,21.76,186.295,1.378
286.4,26.3,417,21,5,4.58504,26.3,286.415,0.855
260.4,17.1,193,17,9,5.4878,17.07,260.402,2.066
136.53,35.5,103,8,1,0.7606,35.53,136.534,3.232
336.8,44.8,497,23,5,4.3503,44.76,336.815,1.351
281.31,62.6,313,18,5,3.699,30.49,281.317,3.051
119.08,72.1,104,8,2,-0.5639,69.44,119.076,1.499
168.2,51.6,116,9,4,2.5989,26.3,168.198,4.448
380.9,12.5,516,19,0,4.4814,12.53,380.913,5.104
140.18,26.3,174,10,3,2.0294,26.3,140.182,1.446
182.22,51.6,127,10,5,2.989,26.3,182.225,4.374
167.21,61,131,12,3,0.90372,61.03,167.212,2.062
204.31,64.5,109,14,9,-0.2926,64.52,204.314,2.311
386.24,124,445,21,10,3.3956,98.75,386.236,4.007
212.25,59.8,151,12,6,2.7089,27.69,212.251,2.327
288.8,17.1,278,12,0,3.6061,17.07,288.772,3.21
31.057,26,2,2,0,-0.4251,26.02,31.058,2.492
375.9,67.6,414,26,9,3.5728,67.59,375.9,3.233
352.8,52.6,239,16,5,2.8132,52.6,352.812,1.702
62.14,25.3,2.8,3,0,0.9792,0,62.137,1.275
78.54,0,10.8,4,0,1.6336,0,78.542,1.196
342.3,93.1,479,25,6,1.2489,93.06,342.347,3.557
214.3,75.9,131,11,6,3.037,18.46,214.292,3.428
115.03,0,13.5,4,0,1.3143,0,115.035,1.566
308.39,44.8,208,20,15,5.7149,44.76,308.399,1.12
237.29,49.8,229,17,6,1.5397,49.77,237.299,2.5
239.9,36.3,177,10,2,3.2881,17.07,239.938,3.505
96.11,62.8,92.6,5,0,-0.496,54.37,96.107,2.682
108.64,0,28.4,5,0,2.0601,0,108.644,1.351
168.19,38.8,206,12,5,1.0607,38.83,168.192,1.466
312.31,120,588,22,1,-1.8669,119.75,312.318,4.205
129.06,0,30.6,5,0,2.1658,0,129.062,1.329
166.17,46.5,167,12,2,1.48722,46.53,166.176,1.636
85.1,43.1,75.6,6,1,0.0478,43.09,85.106,1.478
214.3,35.5,191,15,9,2.5349,35.53,214.305,3.951
132.2,29.5,61.9,9,4,1.0398,29.46,132.203,1.489
355.6,44.8,304,21,10,4.3855,44.76,355.645,2.852
256.75,0,44.8,6,1,2.9076,0,256.752,3.098
310.3,83.8,426,23,6,2.8942,83.83,310.305,2.313
376.82,39.4,190,13,3,3.2749,39.44,376.826,2.4
194.23,35.5,162,14,6,2.0186,35.53,194.23,1.645
158.11,102,235,11,2,-0.9477,109.32,158.113,3.088
90.12,29.5,35.3,6,1,1.2745,29.46,90.122,2.387
693.9,186,1370,49,8,1.4948,186.45,693.875,4.364
158.19,54.4,144,11,5,0.409,54.37,158.197,1.89
163.43,20.2,57.7,7,0,1.7374,20.23,163.431,2.213
203.54,105,225,13,0,1.5514,99.17,203.541,3.61
126.2,20.2,84.6,9,5,1.8912,20.23,126.199,0.985
202.3,0,51.6,7,0,3.1603,0,202.295,2.342
142.24,52,83.3,10,2,0.7102,52.04,142.246,2.209
297.26,104,298,21,9,-0.7956,103.95,297.267,2.248
231.13,17.1,246,12,0,2.7751,17.07,231.133,1.715
190.24,45.1,189,14,5,2.41088,45.05,190.246,1.617
186.2,52.6,218,13,6,1.0573,52.6,186.207,1.316
118.17,40.5,68.9,8,2,0.3857,40.46,118.176,1.037
257.26,46.9,379,19,2,2.4153,50.68,257.268,2.836
375.3,0,430,17,0,5.4655,0,375.337,2.273
225.33,12,188,17,5,4.03972,12.03,225.335,2.149
167.2,46.2,239,12,2,1.0054,46.17,167.208,2.331
277.24,106,300,17,5,2.881,70.83,277.238,4.988
285.92,40.6,229,11,0,1.649,40.62,285.923,3.058
206.32,20.2,155,15,6,4.21352,20.23,206.329,1.793
334.6,62.6,297,17,5,4.506,30.49,334.592,2.871
406.4,91.7,548,29,7,3.5072,91.68,406.36,2.881
264.4,26.3,413,19,2,4.1806,26.3,264.409,0.771
234.38,20.2,178,17,8,4.99372,20.23,234.383,1.768
386.9,18.5,428,19,0,4.4571,18.46,386.917,3.508
220.35,20.2,167,16,7,4.60362,20.23,220.356,1.741
318.32,105,395,22,13,0.7578,105.2,318.322,1.658
123.97,23.8,72.1,6,1,1.35618,23.79,123.97,3.751
262.35,61,138,18,0,-0.7544,60.98,262.35,1.887
98.1,29.6,96.3,7,2,0.1403,29.6,98.101,3.199
282.33,86.6,141,19,16,-0.946,86.61,282.333,0.946
200.03,29.1,110,10,1,2.0174,29.1,200.035,2.252
134.17,60.7,60.4,9,4,-0.6403,60.69,134.175,0.978
220.3,101,199,13,2,1.1784,50.69,220.319,2.741
220.31,26.3,291,16,4,3.2422,26.3,220.312,1.918
316.14,220,311,21,8,-1.194,209.48,316.135,2.28
142.2,40.5,120,10,2,0.6959,40.46,142.198,2.124
461.5,12.4,545,33,6,6.212,12.36,461.485,1.853
162.18,26.3,167,12,3,2.2549,26.3,162.188,2.033
141.24,58.1,140,9,1,1.6288,26.02,141.239,3.451
295.4,122,325,18,7,2.4027,71.44,295.386,3.116
166.16,35.5,114,10,5,2.2724,35.53,166.157,1.853
151.19,54.4,160,10,0,1.5896,32.86,151.19,2.171
138.21,17.1,187,10,0,2.3218,17.07,138.21,1.869
317.26,68.2,321,20,2,3.145,36.09,317.258,2.884
246.3,66.6,226,14,3,3.74982,9.23,246.337,3.148
247.47,52.1,183,12,0,2.8259,52.05,247.479,3.247
170.25,40.5,190,12,4,1.3118,40.46,170.252,2.085
260.03,52.1,155,11,0,2.0146,52.05,260.034,2.415
252.27,40.6,323,19,2,2.3715,40.62,252.273,2.402
164.21,72.3,251,12,2,2.04296,72.3,164.212,3.215
274.1,46.6,349,17,1,3.2552,46.61,274.103,1.961
72.11,17.1,30.6,5,1,0.8413,17.07,72.107,1.876
181.19,69.6,172,13,3,0.1143,69.56,181.191,1.625
70.09,17.1,54.7,5,1,0.7614,17.07,70.091,2.7
394,44.8,394,21,7,6.2948,44.76,394.018,4.294
178.61,43.4,156,11,5,1.136,43.37,178.615,1.94
390.2,49.3,486,26,3,6.06582,49.33,390.241,2.192
127.18,20.3,105,9,3,1.0408,20.31,127.187,1.954
131.38,0,42.9,5,0,2.5017,0,131.389,1.427
241.31,57.3,307,17,1,4.0129,29.1,241.315,2.305
99.13,20.3,86.1,7,1,0.2606,20.31,99.133,2.497
246.08,29.1,169,13,3,2.0348,29.1,246.079,2.778
210.27,27.7,133,15,8,2.1185,27.69,210.273,1.992
138.95,37.3,42.9,5,1,0.4659,37.3,138.948,3.444
345.65,0,26.5,6,1,3.2182,0,345.654,2.459
302.5,24.8,315,22,7,4.4487,24.83,302.462,3.138
289.29,103,337,18,6,2.4602,70.78,289.293,3.762
197.32,20.3,168,14,7,2.9693,20.31,197.322,1.983
296.16,196,322,20,0,-2.1952,185.52,296.156,1.659
330.3,78.9,496,24,12,2.715,78.9,330.336,2.139
228.29,44.9,305,17,1,3.0051,44.89,228.295,1.771
192.68,26.3,126,12,7,3.5782,26.3,192.686,1.551
226.7,26.3,212,15,4,3.334,26.3,226.703,1.688
296.83,33.6,276,20,9,4.2257,33.62,296.842,3.8
366.1,40.5,310,21,2,6.0373,40.46,366.071,1.692
326.4,26.3,203,14,4,3.7078,26.3,326.445,2.435
135.21,26,101,10,1,2.13962,26.02,135.21,2.184
295.29,107,403,21,4,-0.1147,104.22,295.299,2.475
241.29,42.8,277,18,3,4.1667,47.78,241.294,2.04
194.23,72.9,329,14,3,-0.90022,72.9,194.238,1.797
298.4,135,388,19,4,2.0445,97.97,298.393,1.879
449.6,107,561,32,15,4.1764,104.22,449.596,2.539
380.4,127,554,27,6,0.7173,124.53,380.405,3.677
326.74,92.5,466,19,6,2.4985,62.58,326.742,3.461
207.27,38.3,216,15,3,2.83662,38.33,207.273,2.919
120.53,26.3,97.9,7,2,0.9119,26.3,120.535,3.249
184.24,7.8,182,14,0,0.9422,7.76,184.242,2.902
309.32,107,417,22,5,0.2754,104.22,309.326,3.013
244.29,58.9,353,18,4,2.8284,58.86,244.294,1.725
385.4,107,539,28,7,1.4982,104.22,385.424,3.331
268.18,86.7,446,20,0,1.461,86.74,268.18,1.559
177.24,29.1,150,13,4,2.2165,29.1,177.247,1.538
443.4,94.3,1100,34,0,4.1406,99.86,442.43,2.345
283.33,99.6,292,20,8,0.7567,99.61,283.332,2.138
178.7,98.2,164,9,3,1.97986,47.58,178.669,3.261
450.16,208,548,29,8,0.2113,197.5,450.161,2.744
368.3,160,696,24,2,0.9554,142.88,368.344,2.294
367.9,96.2,382,21,7,4.3319,38.77,367.86,2.892
230.26,51.2,351,17,2,2.297,51.21,230.263,2.915
143.23,32.3,79.3,10,3,0.901,32.26,143.23,0.573
267.29,130,339,20,1,1.14182,129.62,267.296,2.172
268.27,95.4,425,20,1,1.635,95.41,268.272,2.479
255.27,58.9,329,19,4,3.144,58.89,255.273,2.231
222.24,44.8,241,16,4,1.7796,44.76,222.24,1.475
169,34.1,108,9,4,1.6875,34.14,169.007,2.827
210.19,59.9,297,16,0,1.5226,59.92,210.192,4.624
200.23,26.3,225,15,3,2.5553,26.3,200.237,2.023
368.4,44.8,431,26,7,6.4549,44.76,368.369,1.566
236.26,34.1,360,18,1,3.0244,34.14,236.27,1.927
271.02,48.9,278,16,0,3.5941,48.91,271.025,3.67
118.18,0,94.2,9,1,2.63802,0,118.179,1.719
318.3,52.6,381,24,6,4.125,52.6,318.328,1.6
98.14,17.1,92.4,7,2,1.5416,17.07,98.145,2.37
226.23,54.4,292,17,3,2.6158,54.37,226.231,1.692
292.66,67.4,355,19,4,2.48332,67.43,292.669,3.781
211.06,42.5,219,11,1,2.2675,34.14,211.069,1.449
209.5,17.1,150,11,1,3.3724,17.07,209.459,2.421
357.77,132,514,23,4,1.35242,123.17,357.779,1.81
219.35,54.6,237,14,5,2.0386,46.17,219.35,1.891
428.19,222,715,27,6,-1.6226,226.81,428.187,2.053
223.3,68.4,218,13,4,0.194,66.4,223.319,1.758
340.5,52.6,305,24,18,5.35,52.6,340.504,1.38
204.22,49.4,272,15,2,1.2994,49.41,204.229,2.134
209.5,17.1,160,11,1,3.3724,17.07,209.459,1.953
116.16,18.5,78.6,8,0,0.8118,18.46,116.16,1.588
276.49,27.7,159,18,13,4.3953,27.69,276.493,1.495
176.64,0,144,12,1,3.5786,0,176.646,2.298
188.23,32.7,264,14,1,2.10762,32.67,188.23,1.403
129.11,55.7,137,9,4,-0.1147,55.73,129.115,2.058
316.4,50.5,513,24,2,3.18824,52.71,316.364,2.245
240.3,75.3,330,17,4,1.431,75.27,240.303,3.506
239.25,109,350,16,1,1.3743,100.62,239.252,1.318
105.09,66.1,57.7,7,2,-0.3545,63.37,105.093,3.135
292.4,17.1,218,14,1,5.1562,17.07,292.376,2.369
192.04,29.1,252,11,0,2.71084,33.12,192.045,1.028
371.02,49.3,293,18,2,4.1695,49.33,371.028,2.957
83.13,26,83.4,6,1,0.3569,26.02,83.134,1.752
168.23,37.3,188,12,2,2.5976,37.3,168.236,1.764
208.25,46.5,201,15,5,2.5951,46.53,208.257,1.8
144.21,29.5,93.3,10,2,1.3264,29.46,144.214,2.254
264.8,0,79.7,10,3,3.8086,0,264.794,2.821
185.26,12.9,178,14,2,3.7483,12.89,185.27,2.259
134.17,49.7,57.3,9,4,0.4598,49.69,134.175,0.956
189.06,42.5,177,9,0,0.6296,34.14,189.063,2.594
216.32,46.5,207,15,6,2.2287,46.53,216.321,1.83
400.6,40.5,643,29,6,6.5898,40.46,400.647,3.071
181.4,0,84.3,9,0,3.6468,0,181.449,1.996
268.22,74.8,480,20,2,0.5454,74.76,268.228,2.292
259.2,84.9,290,17,7,0.9709,84.86,259.198,1.801
250.38,29.5,235,18,4,4.1336,29.46,250.382,1.371
162.27,0,108,12,2,3.9334,0,162.276,1.464
136.23,0,164,10,2,3.475,0,136.238,1.856
135.59,20.3,80.5,8,2,1.687,20.31,135.594,1.701
182.29,18.5,128,12,3,1.2584,18.46,182.295,2.31
146.12,47.6,231,11,0,1.56906,47.58,146.124,4.019
255.14,165,243,17,6,-0.3824,157.11,255.139,2.395
158.28,20.2,69.3,11,7,2.9753,20.23,158.285,1.482
211.22,58.7,328,16,0,1.2635,60.91,211.224,2.592
113.08,74.5,99.2,8,0,0.3179,71.82,113.076,2.275
505.9,94.8,778,36,9,5.25432,94.83,505.954,3.474
184.65,56.2,185,11,0,2.87889,31.58,184.651,3.09
129.2,23.5,69.3,9,2,0.4646,23.47,129.203,1.936
281.26,98.4,358,20,7,1.4992,95.74,281.264,1.939
266.09,58.7,332,15,1,1.5772,60.91,266.098,1.496
303.31,77.9,338,22,8,1.6869,77.88,303.314,1.595
300.8,42.5,205,11,0,3.0566,34.14,300.805,2.639
218.12,86.7,349,16,0,-0.5046,94.56,218.12,1.987
154.21,26.3,146,11,3,2.0483,26.3,154.209,1.246
179.18,58.7,277,13,0,0.53834,60.92,179.179,2.253
151.16,45.8,153,11,0,2.21164,43.14,151.165,1.792
250.33,35.5,255,18,7,3.3161,35.53,250.338,2.143
227.22,58.7,350,17,1,1.5885,60.92,227.223,2.356
264.3,85.1,221,15,5,3.3046,27.69,264.308,4.422
150.22,20.2,111,11,2,2.9057,20.23,150.221,2.672
430.4,29.5,368,28,18,6.5871,29.54,430.46,3.935
444.5,29.5,381,29,19,6.9772,29.54,444.487,3.791
472.5,29.5,408,31,21,7.7574,29.54,472.541,4.012
234.38,32.1,137,14,9,4.8662,0,234.389,2.521
209.5,17.1,160,11,1,3.3724,17.07,209.459,1.655
213.19,67.5,323,16,1,1.5781,71.78,213.196,2.329
152.23,17.1,168,11,4,2.856,17.07,152.237,1.84
369.7,44.8,330,22,10,4.774,44.76,369.672,2.869
528.6,29.5,463,35,25,9.3178,29.54,528.649,3.422
147.13,53.8,202,11,0,0.3181,58.64,147.137,2.393
294.5,47.6,268,15,8,3.4186,47.56,294.502,4.071
180.29,17.1,180,13,1,3.326,17.07,180.291,1.557
416.4,29.5,354,27,17,6.197,29.54,416.433,3.443
314.14,47.6,339,18,7,4.5125,47.56,314.149,3.497
154.23,45.5,105,10,1,2.42252,20.23,154.234,1.657
382.5,88.4,272,25,15,1.826,88.38,382.478,1.427
130.14,35.5,98.5,9,5,0.362,35.53,130.143,2.507
136.21,56.5,98.6,8,2,0.1358,37.3,136.216,1.081
224.72,17.1,209,15,4,3.8878,17.07,224.731,1.854
152.21,62.8,173,9,2,-0.1981,54.37,152.215,1.129
337.2,40.6,411,22,2,4.3218,40.62,337.206,1.829
149.21,79.4,153,9,2,-0.3712,60.16,149.215,0.97
190.19,35.5,247,14,2,2.0175,35.53,190.198,1.677
166.2,79.8,231,10,2,-0.1058,71.44,166.198,1.465
179.26,23.5,138,13,4,1.81362,23.47,179.263,2.117
104.15,40.5,37.1,7,3,0.1397,40.46,104.149,0.717
217.22,65.7,321,16,3,1.61248,65.69,217.228,3.848
230.3,0,208,18,2,5.0206,0,230.31,1.982
334,24.4,306,19,3,5.6593,24.39,334.033,2.668
150.22,20.2,101,11,3,2.7348,20.23,150.221,2.375
204.31,38.7,96.5,14,11,1.9823,38.69,204.31,1.842
271.38,83.8,340,18,6,0.95272,75.43,271.386,2.832
417.8,0,471,17,0,5.3976,0,417.772,2.604
207.23,55.4,240,15,4,1.6128,55.4,207.229,2.112
245.3,105,341,16,2,0.686,79.79,245.304,5.443
615.8,144,636,39,21,-0.0237,149.07,615.858,2.557
269.29,55.4,337,20,5,2.9067,55.4,269.3,2.226
292.71,55.8,307,20,5,3.9842,55.76,292.718,2.387
178.27,20.2,122,13,5,3.515,20.23,178.275,2.137
327.6,44.8,185,17,12,4.031,44.76,327.572,2.339
198.84,23.8,59.3,5,0,1.62588,23.79,198.845,2.909
290.5,20.2,424,21,2,5.1938,20.23,290.491,0.618
190.24,47.3,191,14,5,1.39898,47.26,190.246,1.773
419.9,59.3,578,30,8,6.67998,59.32,419.908,2.969
102.17,20.2,48.1,7,2,1.5574,20.23,102.177,2.31
188.18,57.5,227,14,1,2.2436,57.53,188.182,2.354
253.34,23.5,268,19,3,3.655,23.47,253.345,3.927
340.3,44.8,384,24,6,5.63992,44.76,340.315,2.38
267.4,12.5,281,20,4,3.958,12.47,267.372,3.98
178.23,18.5,165,13,3,2.7369,18.46,178.231,1.853
177.41,37.3,101,8,2,1.4837,37.3,177.414,1.858
185.26,12.9,176,14,2,3.4333,12.89,185.27,2.259
267.4,23.5,281,20,3,4.0451,23.47,267.372,3.95
156.22,26.3,126,11,3,2.1298,26.3,156.225,1.596
235.28,32.3,260,18,2,4.289,32.26,235.286,1.656
306.4,40.6,461,23,3,3.7079,40.62,306.365,2.181
338.4,78.9,470,24,13,2.7407,78.9,338.4,1.751
281.4,12.5,294,21,5,4.3481,12.47,281.399,3.972
312.8,35.5,294,21,10,4.78682,35.53,312.837,2.65
305.29,106,359,19,5,3.57792,70.83,305.292,4.087
285.27,63.3,384,21,3,3.822,63.33,285.274,2.738
261.3,106,328,16,4,1.4565,72.47,261.324,3.368
158.2,28.7,141,12,1,2.38512,28.68,158.204,1.944
488.5,74.6,1020,38,0,7.5712,74.6,488.498,2.367
262.2,71.1,388,17,6,2.50812,74.97,262.198,4.895
236.3,108,234,14,0,3.63549,25.78,236.346,2.118
297.6,35.5,260,17,5,3.9772,35.53,297.565,2.779
376.5,64,426,26,9,5.12422,44.76,376.518,1.372
369.6,60.8,325,26,19,4.8371,60.77,369.59,1.474
302.6,21.3,246,18,4,5.3939,21.26,302.588,2.62
327.8,55.8,376,22,8,2.909,55.84,327.808,2.12
114.19,52,64.9,8,0,0.215,52.04,114.192,2.467
604.7,55.4,764,41,8,9.8682,55.38,604.705,2.035
151.21,23.5,99.7,11,3,1.1151,23.47,151.209,1.728
226.3,94.3,326,13,6,0.0346,77.51,226.275,3.656
219.28,51.8,249,16,2,3.0387,51.81,219.288,1.153
165.19,52.3,151,12,3,1.4455,52.32,165.192,1.735
414.5,114,245,28,25,-0.8962,114.3,414.492,1.049
446.7,52.6,479,32,18,7.9934,52.6,446.672,0.844
232.4,88.2,182,14,4,2.4174,24.06,232.418,4.588
180.2,35.5,160,13,4,1.8719,35.53,180.203,1.946
422.82,28.7,276,16,0,4.8692,28.68,422.824,4.52
311.2,35.5,305,20,6,4.2292,35.53,311.164,2.263
413.6,104,439,29,21,5.6821,103.7,413.599,2.139
501.9,57.5,757,35,6,6.46712,57.53,501.888,3.213
156.18,72.2,197,11,2,0.5376,72.19,156.185,1.796
130.19,32.7,95.7,9,2,1.7882,32.67,130.191,1.91
447.9,57.5,664,32,6,5.75674,57.53,447.918,3.66
268.28,35.8,419,20,1,2.0949,35.83,268.291,3.128
346.5,71.1,291,24,17,2.9784,71.06,346.464,1.762
546.5,126,1120,42,0,7.9764,120.42,546.494,1.738
198.22,59.8,143,11,5,2.3188,27.69,198.224,3.872
266.4,69.7,238,17,4,4.4222,16.13,266.435,1.71
355.7,0,306,14,0,5.7262,0,355.69,1.983
160.17,59,138,11,5,0.9004,58.97,160.173,2.301
318,0,301,18,2,6.1879,0,318.03,2.558
206.32,20.2,145,15,6,4.1511,20.23,206.329,1.982
303.5,12.5,317,22,5,4.2719,12.47,303.49,2.005
104.15,29.5,50,7,2,1.6646,29.46,104.149,2.081
126.58,0,70.8,8,0,2.64842,0,126.586,1.511
194.98,9.2,93.7,10,1,3.7699,9.23,194.985,2.457
237.18,30.2,294,17,0,2.9013,30.19,237.184,2.556
129.16,40.5,114,9,2,-0.3989,40.54,129.159,0.952
178.27,20.2,153,13,2,3.0374,20.23,178.275,1.198
249.32,89.8,277,18,5,1.42948,89.76,249.322,2.166
271.18,15.6,281,17,3,4.5292,15.6,271.191,2.107
217.89,20.2,32,6,2,1.1371,20.23,217.888,2.505
229.23,67.5,298,17,3,1.8286,67.49,229.239,3.319
87.12,32.6,58.6,6,1,1.2465,32.59,87.122,1.972
268.28,35.8,421,20,1,2.0949,35.83,268.291,3.827
192.3,17.1,273,14,2,3.37,17.07,192.302,1.568
252.1,154,303,18,0,-1.9896,158.91,252.102,1.942
326.5,62.8,351,22,12,5.3967,54.37,326.502,2.701
168.23,26.3,159,12,7,2.462,26.3,168.236,0.729
152.19,40.5,104,11,2,2.0503,40.46,152.193,2.529
119.21,69.4,71.2,6,0,0.6077,12.03,119.214,2.599
262.4,20.2,190,19,11,5.8556,20.23,262.437,2.097
267.9,25.8,194,14,0,4.2434,25.78,267.93,1.622
383.7,0,374,16,1,5.6419,0,383.744,2.38
358.5,65.8,396,25,4,6.46084,40.46,358.547,2.184
214.39,20.2,102,15,12,4.6798,20.23,214.393,0.904
405.5,51.5,622,30,8,4.2017,54.26,405.546,2.795
263.37,32.7,282,19,4,2.6346,32.7,263.381,3.063
284.4,9.2,239,13,3,4.9436,9.23,284.397,2.371
183.12,118,221,13,0,1.0852,112.3,183.123,2.808
328.4,43.4,659,24,5,4.3921,43.37,328.452,2.367
327.4,118,437,21,5,2.645,81.18,327.431,2.454
490.9,86.6,763,35,7,5.40672,86.63,490.943,2.743
300.4,39.4,504,22,6,4.04532,39.44,300.398,1.332
256.32,61,368,17,3,2.0851,52.6,256.323,2.073
226.66,64.4,250,15,2,1.346,64.35,226.663,2.064
356,65.8,281,19,2,5.8626,40.46,356.057,4.706
530.8,52.6,521,38,26,10.334,52.6,530.834,1.229
362.5,52.6,462,26,11,4.8378,52.6,362.51,1.759
366.4,52.6,469,27,10,4.6397,52.6,366.457,1.774
423.7,12.5,548,19,0,5.0192,12.53,423.765,2.967
240.68,43.4,259,16,5,2.4872,43.37,240.686,2.437
151.21,33,173,11,5,2.04898,33.02,151.209,1.621
142.2,55.1,139,10,1,0.9874,55.12,142.202,2.074
168.15,81.1,169,12,1,1.1856,78.39,168.152,2.227
164.2,32.7,143,12,2,2.3608,32.67,164.208,2.437
265.35,39.7,250,19,7,2.6148,39.72,265.353,2.882
118.13,46.5,79.7,8,3,-0.0697,46.53,118.132,1.159
198.22,47.9,139,14,5,1.0749,47.92,198.218,1.69
178.23,32.7,174,13,2,2.5349,32.67,178.235,1.929
271.9,26.3,260,14,0,3.9706,26.3,271.914,1.133
281.3,57.6,422,21,2,2.4945,57.61,281.311,2.525
267.28,66.4,395,20,2,2.4702,66.4,267.284,2.518
98.1,33.4,54,7,1,0.7719,33.37,98.101,2.744
200.36,20.2,99.4,14,10,4.1456,20.23,200.366,1.071
113.18,41.1,65.1,7,0,1.75994,12.89,113.185,2.072
238.67,55,262,16,4,2.3219,54.98,238.674,1.697
386.5,185,407,22,9,3.7274,83.8,386.546,3.308
212.07,26,186,13,0,3.7288,26.02,212.079,1.784
202.33,0,231,15,1,4.2079,0,202.341,1.116
176.62,42.5,186,10,1,1.6141,34.14,176.624,1.955
464.6,233,626,28,13,4.29516,131.38,464.62,3.764
223.25,64.1,380,15,3,1.3381,55.73,223.253,2.041
156.26,20.2,115,11,1,2.5836,20.23,156.269,1.571
293.36,48,320,21,7,1.7194,48,293.363,1.569
